Accession	accession	version	submissionId	isRevocation	submitter	groupName	groupId	submittedAtTimestamp	submittedDate	releasedAtTimestamp	releasedDate	dataUseTerms	dataUseTermsRestrictedUntil	dataUseTermsUrl	versionStatus	versionComment	ampliconPcrPrimerScheme	ampliconSize	anatomicalMaterial	anatomicalPart	authorAffiliations	authors	bioprojectAccession	biosampleAccession	bodyProduct	breadthOfCoverage	cellLine	collectionDevice	collectionMethod	completeness	consensusSequenceSoftwareName	consensusSequenceSoftwareVersion	cultureId	dehostingMethod	depthOfCoverage	diagnosticMeasurementMethod	diagnosticMeasurementUnit	diagnosticMeasurementValue	diagnosticTargetGeneName	diagnosticTargetPresence	displayName	environmentalMaterial	environmentalSite	experimentalSpecimenRoleType	exposureDetails	exposureEvent	exposureSetting	foodProduct	foodProductProperties	frameShifts	geoLocAdmin1	geoLocAdmin2	geoLocCity	Country	geoLocLatitude	geoLocLongitude	geoLocSite	hostAge	hostAgeBin	hostDisease	hostGender	hostHealthOutcome	hostHealthState	Host	hostNameScientific	hostOriginCountry	hostRole	hostTaxonId	hostVaccinationStatus	insdcAccessionBase	insdcAccessionFull	insdcVersion	isLabHost	length	lineage	ncbiReleaseDate	ncbiSourceDb	ncbiSubmitterCountry	date	ncbiVirusName	ncbiVirusTaxId	passageMethod	passageNumber	presamplingActivity	previousInfectionDisease	previousInfectionOrganism	purposeOfSampling	purposeOfSequencing	qualityControlDetails	qualityControlDetermination	qualityControlIssues	qualityControlMethodName	qualityControlMethodVersion	rawSequenceDataProcessingMethod	referenceGenomeAccession	sampleCollectionDate	sampleReceivedDate	sampleType	sequencedByContactEmail	sequencedByContactName	sequencedByOrganization	sequencingAssayType	sequencingDate	sequencingInstrument	sequencingProtocol	signsAndSymptoms	specimenCollectorSampleId	specimenProcessing	specimenProcessingDetails	sraRunAccession	stopCodons	totalAmbiguousNucs	totalDeletedNucs	totalFrameShifts	totalInsertedNucs	totalSnps	totalStopCodons	totalUnknownNucs	travelHistory
PP_0000E4C.3	PP_0000E4C	3	JN819308.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730221832	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						Broad Institute of MIT and Harvard	Henn, M. R.; Newman, R. M.; Levin, J.; Malboeuf, C.; Casali, M.; Russ, C.; Lennon, N.; Erlich, R.; Anderson, S.; Rizzolo, K.; Green, L.; Ryan, E.; Yu, Q.; Young, S.; Berlin, A.; Heiman, D.; Sykes, S.; Koehrsen, M.; Borenstein, D.; Engels, R.; Freedman, E.; Gellesch, M.; Heilman, E.; Howarth, C.; Jen, D.; Larson, L.; Neiman, D.; Park, D.; Pearson, M.; Roberts, A.; Sisk, P.; Stolte, C.; White, J.; Alvarado, L.; Godfrey, P.; Shenoy, N.; Yandava, C.; Zeng, Q.; Ebel, G.; Nusbaum, C.; Birren, B.	PRJNA31237							0.9505848											PP_0000E4C.3																													JN819308	JN819308.1	1		10484	1A	2012-02-08	GenBank		2012-02-08	West Nile virus	11082																										WNV-1/BID-V5033					0	0	0	0	29	0	0	
PP_0000E76.3	PP_0000E76	3	JN819311.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730221832	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						Broad Institute of MIT and Harvard	Henn, M. R.; Newman, R. M.; Levin, J.; Malboeuf, C.; Casali, M.; Russ, C.; Lennon, N.; Erlich, R.; Anderson, S.; Rizzolo, K.; Green, L.; Ryan, E.; Yu, Q.; Young, S.; Berlin, A.; Heiman, D.; Sykes, S.; Koehrsen, M.; Borenstein, D.; Engels, R.; Freedman, E.; Gellesch, M.; Heilman, E.; Howarth, C.; Jen, D.; Larson, L.; Neiman, D.; Park, D.; Pearson, M.; Roberts, A.; Sisk, P.; Stolte, C.; White, J.; Alvarado, L.; Godfrey, P.; Shenoy, N.; Yandava, C.; Zeng, Q.; Ebel, G.; Nusbaum, C.; Birren, B.	PRJNA31237							0.94759274											PP_0000E76.3																								Culicidae			7157		JN819311	JN819311.1	1		10451	1A	2012-02-08	GenBank		2012-02-08	West Nile virus	11082																										WNV-1/BID-V5038					0	0	0	0	33	0	0	
PP_0000EFQ.3	PP_0000EFQ	3	JN819319.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730221832	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						Broad Institute of MIT and Harvard	Henn, M. R.; Newman, R. M.; Levin, J.; Malboeuf, C.; Casali, M.; Russ, C.; Lennon, N.; Erlich, R.; Anderson, S.; Rizzolo, K.; Green, L.; Ryan, E.; Yu, Q.; Young, S.; Berlin, A.; Heiman, D.; Sykes, S.; Koehrsen, M.; Borenstein, D.; Engels, R.; Freedman, E.; Gellesch, M.; Heilman, E.; Howarth, C.; Jen, D.; Larson, L.; Neiman, D.; Park, D.; Pearson, M.; Roberts, A.; Sisk, P.; Stolte, C.; White, J.; Alvarado, L.; Godfrey, P.; Shenoy, N.; Yandava, C.; Zeng, Q.; Ebel, G.; Nusbaum, C.; Birren, B.	PRJNA31237							0.94115514											PP_0000EFQ.3																								Aves			8782		JN819319	JN819319.1	1		10380	1A	2012-02-08	GenBank		2012-02-08	West Nile virus	11082																										WNV-1/BID-V5047					0	0	0	0	33	0	0	
PP_0000EGN.3	PP_0000EGN	3	JN819320.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730221832	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						Broad Institute of MIT and Harvard	Henn, M. R.; Newman, R. M.; Levin, J.; Malboeuf, C.; Casali, M.; Russ, C.; Lennon, N.; Erlich, R.; Anderson, S.; Rizzolo, K.; Green, L.; Ryan, E.; Yu, Q.; Young, S.; Berlin, A.; Heiman, D.; Sykes, S.; Koehrsen, M.; Borenstein, D.; Engels, R.; Freedman, E.; Gellesch, M.; Heilman, E.; Howarth, C.; Jen, D.; Larson, L.; Neiman, D.; Park, D.; Pearson, M.; Roberts, A.; Sisk, P.; Stolte, C.; White, J.; Alvarado, L.; Godfrey, P.; Shenoy, N.; Yandava, C.; Zeng, Q.; Ebel, G.; Nusbaum, C.; Birren, B.	PRJNA31237							0.94423795											PP_0000EGN.3																								Aves			8782		JN819320	JN819320.1	1		10414	1A	2012-02-08	GenBank		2012-02-08	West Nile virus	11082																										WNV-1/BID-V5048					0	0	0	0	27	0	0	
PP_0000EHK.3	PP_0000EHK	3	JN819321.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730221832	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						Broad Institute of MIT and Harvard	Henn, M. R.; Newman, R. M.; Levin, J.; Malboeuf, C.; Casali, M.; Russ, C.; Lennon, N.; Erlich, R.; Anderson, S.; Rizzolo, K.; Green, L.; Ryan, E.; Yu, Q.; Young, S.; Berlin, A.; Heiman, D.; Sykes, S.; Koehrsen, M.; Borenstein, D.; Engels, R.; Freedman, E.; Gellesch, M.; Heilman, E.; Howarth, C.; Jen, D.; Larson, L.; Neiman, D.; Park, D.; Pearson, M.; Roberts, A.; Sisk, P.; Stolte, C.; White, J.; Alvarado, L.; Godfrey, P.; Shenoy, N.; Yandava, C.; Zeng, Q.; Ebel, G.; Nusbaum, C.; Birren, B.	PRJNA31237							0.9596518											PP_0000EHK.3																													JN819321	JN819321.1	1		10584	1A	2012-02-08	GenBank		2012-02-08	West Nile virus	11082																										WNV-1/BID-V5051					0	0	0	0	39	0	0	
PP_0000EJH.3	PP_0000EJH	3	JN819322.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730221832	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						Broad Institute of MIT and Harvard	Henn, M. R.; Newman, R. M.; Levin, J.; Malboeuf, C.; Casali, M.; Russ, C.; Lennon, N.; Erlich, R.; Anderson, S.; Rizzolo, K.; Green, L.; Ryan, E.; Yu, Q.; Young, S.; Berlin, A.; Heiman, D.; Sykes, S.; Koehrsen, M.; Borenstein, D.; Engels, R.; Freedman, E.; Gellesch, M.; Heilman, E.; Howarth, C.; Jen, D.; Larson, L.; Neiman, D.; Park, D.; Pearson, M.; Roberts, A.; Sisk, P.; Stolte, C.; White, J.; Alvarado, L.; Godfrey, P.; Shenoy, N.; Yandava, C.; Zeng, Q.; Ebel, G.; Nusbaum, C.; Birren, B.	PRJNA31237							0.9382537											PP_0000EJH.3																													JN819322	JN819322.1	1		10348	1A	2012-02-08	GenBank		2012-02-08	West Nile virus	11082																										WNV-1/BID-V5053					0	0	0	0	36	0	0	
PP_0000EKF.3	PP_0000EKF	3	JN819323.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730221832	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						Broad Institute of MIT and Harvard	Henn, M. R.; Newman, R. M.; Levin, J.; Malboeuf, C.; Casali, M.; Russ, C.; Lennon, N.; Erlich, R.; Anderson, S.; Rizzolo, K.; Green, L.; Ryan, E.; Yu, Q.; Young, S.; Berlin, A.; Heiman, D.; Sykes, S.; Koehrsen, M.; Borenstein, D.; Engels, R.; Freedman, E.; Gellesch, M.; Heilman, E.; Howarth, C.; Jen, D.; Larson, L.; Neiman, D.; Park, D.; Pearson, M.; Roberts, A.; Sisk, P.; Stolte, C.; White, J.; Alvarado, L.; Godfrey, P.; Shenoy, N.; Yandava, C.; Zeng, Q.; Ebel, G.; Nusbaum, C.; Birren, B.	PRJNA31237							0.9509475											PP_0000EKF.3																													JN819323	JN819323.1	1		10488	1A	2012-02-08	GenBank		2012-02-08	West Nile virus	11082																										WNV-1/BID-V5050					0	0	0	0	30	0	0	
PP_0000ELD.3	PP_0000ELD	3	JN819324.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730221832	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						Broad Institute of MIT and Harvard	Henn, M. R.; Newman, R. M.; Levin, J.; Malboeuf, C.; Casali, M.; Russ, C.; Lennon, N.; Erlich, R.; Anderson, S.; Rizzolo, K.; Green, L.; Ryan, E.; Yu, Q.; Young, S.; Berlin, A.; Heiman, D.; Sykes, S.; Koehrsen, M.; Borenstein, D.; Engels, R.; Freedman, E.; Gellesch, M.; Heilman, E.; Howarth, C.; Jen, D.; Larson, L.; Neiman, D.; Park, D.; Pearson, M.; Roberts, A.; Sisk, P.; Stolte, C.; White, J.; Alvarado, L.; Godfrey, P.; Shenoy, N.; Yandava, C.; Zeng, Q.; Ebel, G.; Nusbaum, C.; Birren, B.	PRJNA31237							0.95992386											PP_0000ELD.3																													JN819324	JN819324.1	1		10588	1A	2012-02-08	GenBank		2012-02-08	West Nile virus	11082																										WNV-1/BID-V5052					0	0	0	1	30	0	0	
PP_0000EMB.3	PP_0000EMB	3	JN819325.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730221832	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						Broad Institute of MIT and Harvard	Henn, M. R.; Newman, R. M.; Levin, J.; Malboeuf, C.; Casali, M.; Russ, C.; Lennon, N.; Erlich, R.; Anderson, S.; Rizzolo, K.; Green, L.; Ryan, E.; Yu, Q.; Young, S.; Berlin, A.; Heiman, D.; Sykes, S.; Koehrsen, M.; Borenstein, D.; Engels, R.; Freedman, E.; Gellesch, M.; Heilman, E.; Howarth, C.; Jen, D.; Larson, L.; Neiman, D.; Park, D.; Pearson, M.; Roberts, A.; Sisk, P.; Stolte, C.; White, J.; Alvarado, L.; Godfrey, P.; Shenoy, N.; Yandava, C.; Zeng, Q.; Ebel, G.; Nusbaum, C.; Birren, B.	PRJNA31237							0.93045604											PP_0000EMB.3																								Aves			8782		JN819325	JN819325.1	1		10262	1A	2012-02-08	GenBank		2012-02-08	West Nile virus	11082																										WNV-1/BID-V5046					0	0	0	0	37	0	0	
PP_0000FUW.3	PP_0000FUW	3	JX070655.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730221832	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						The D.I.Ivanovsky Institute of Virology of The Ministry of Health and Social Development of The Russian Federation, Molecular Genetics	Prilipov, A. G.; Sadykova, G. K.; Kinney, R. M.								0.98313534											Tajikistan/PP_0000FUW.3													Tajikistan																JX070655	JX070655.1	1		10845	1A	2012-08-01	GenBank		2012-08-01	West Nile virus	11082																															2	0	0	0	569	0	0	
