Accession	accession	version	submissionId	isRevocation	submitter	groupName	groupId	submittedAtTimestamp	submittedDate	releasedAtTimestamp	releasedDate	dataUseTerms	dataUseTermsRestrictedUntil	dataUseTermsUrl	versionStatus	versionComment	ampliconPcrPrimerScheme	ampliconSize	anatomicalMaterial	anatomicalPart	authorAffiliations	authors	bioprojectAccession	biosampleAccession	bodyProduct	breadthOfCoverage	cellLine	collectionDevice	collectionMethod	completeness	consensusSequenceSoftwareName	consensusSequenceSoftwareVersion	cultureId	dehostingMethod	depthOfCoverage	diagnosticMeasurementMethod	diagnosticMeasurementUnit	diagnosticMeasurementValue	diagnosticTargetGeneName	diagnosticTargetPresence	displayName	environmentalMaterial	environmentalSite	experimentalSpecimenRoleType	exposureDetails	exposureEvent	exposureSetting	foodProduct	foodProductProperties	frameShifts	geoLocAdmin1	geoLocAdmin2	geoLocCity	Country	geoLocLatitude	geoLocLongitude	geoLocSite	hostAge	hostAgeBin	hostDisease	hostGender	hostHealthOutcome	hostHealthState	Host	hostNameScientific	hostOriginCountry	hostRole	hostTaxonId	hostVaccinationStatus	insdcAccessionBase	insdcAccessionFull	insdcVersion	isLabHost	length	lineage	ncbiReleaseDate	ncbiSourceDb	ncbiSubmitterCountry	date	ncbiVirusName	ncbiVirusTaxId	passageMethod	passageNumber	presamplingActivity	previousInfectionDisease	previousInfectionOrganism	purposeOfSampling	purposeOfSequencing	qualityControlDetails	qualityControlDetermination	qualityControlIssues	qualityControlMethodName	qualityControlMethodVersion	rawSequenceDataProcessingMethod	referenceGenomeAccession	sampleCollectionDate	sampleReceivedDate	sampleType	sequencedByContactEmail	sequencedByContactName	sequencedByOrganization	sequencingAssayType	sequencingDate	sequencingInstrument	sequencingProtocol	signsAndSymptoms	specimenCollectorSampleId	specimenProcessing	specimenProcessingDetails	sraRunAccession	stopCodons	totalAmbiguousNucs	totalDeletedNucs	totalFrameShifts	totalInsertedNucs	totalSnps	totalStopCodons	totalUnknownNucs	travelHistory
PP_0002FUS.3	PP_0002FUS	3	MH170254.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730221990	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						University of Texas Medical Branch, Microbiology and Immunology	Swetnam, D.; Widen, S. G.; Wood, T. G.; Reyna, M.; Wilkerson, L.; Debboun, M.; Symonds, D. A.; Mead, D. G.; Beaty, B. J.; Guzman, H.; Tesh, R. B.; Barrett, A. D. T.; Swetnam, D. M.								0.9988213											USA/PP_0002FUS.3/2003-01-01										CO, Ft. Collins (80526)			USA											Spinus tristis			54773		MH170254	MH170254.1	1		11016	1A	2018-11-19	GenBank		2018-11-19	West Nile virus	11082															2003-01-01																0	0	0	0	38	0	0	
PP_0002FWN.3	PP_0002FWN	3	MH170256.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730221990	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						University of Texas Medical Branch, Microbiology and Immunology	Swetnam, D.; Widen, S. G.; Wood, T. G.; Reyna, M.; Wilkerson, L.; Debboun, M.; Symonds, D. A.; Mead, D. G.; Beaty, B. J.; Guzman, H.; Tesh, R. B.; Barrett, A. D. T.; Swetnam, D. M.								0.99863994											USA/PP_0002FWN.3/2003-01-01										CO, Fort Collins			USA											Corvus brachyrhynchos			85066		MH170256	MH170256.1	1		11014	1A	2018-11-19	GenBank		2018-11-19	West Nile virus	11082															2003-01-01																0	0	0	0	33	0	0	
PP_0003M4Z.3	PP_0003M4Z	3	OP870460.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730222143	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						Institut Pasteur de Dakar, Virology	Ndione, M. H. D.; Ndiaye, E. H.; Faye, M.; Diagne, M. M.; Diallo, D.; Diallo, A.; Sall, A. A.; Loucoubar, C.; Faye, O.; Diallo, M.; Barry, M. A.; Fall, G.								0.9161302											Senegal/PP_0003M4Z.3/2003-01-01									NS4B:31-33(nt:7006-7014)				Senegal											Culex antennatus			911293		OP870460	OP870460.1	1		10095	2	2023-01-01	GenBank		2023-01-01	West Nile virus	11082															2003-01-01											ArD172162/2003					0	15	1	6	2087	0	0	
PP_0008DF9.3	PP_0008DF9	3	HM488138.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730222174	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						Broad Institute of MIT and Harvard	Armstrong, P. M.; Vossbrinck, C. R.; Andreadis, T. G.; Anderson, J. F.; Pesko, K. N.; Newman, R. M.; Lennon, N. J.; Birren, B. W.; Ebel, G. D.; Henn, M. R.; Levin, J.; Malboeuf, C.; Casali, M.; Russ, C.; Lennon, N.; Erlich, R.; Anderson, S.; Rizzolo, K.; Green, L.; Ryan, E.; Yu, Q.; Young, S.; Berlin, A.; Heiman, D.; Sykes, S.; Koehrsen, M.; Borenstein, D.; Engels, R.; Freedman, E.; Gellesch, M.; Heilman, E.; Howarth, C.; Jen, D.; Larson, L.; Neiman, D.; Park, D.; Pearson, M.; Roberts, A.; Sisk, P.; Stolte, C.; White, J.; Alvarado, L.; Godfrey, P.; Shenoy, N.; Yandava, C.; Zeng, Q.; Armstrong, P.; Anderson, J.; Andreadis, T.; Vossbrinck, C.; Nusbaum, C.; Ebel, G.; Birren, B.	PRJNA31237							0.9630066											USA/PP_0008DF9.3/2003-01-01										Connecticut			USA											Culex restuans			38742		HM488138	HM488138.1	1		10621	1A	2010-08-14	GenBank		2011-08-08	West Nile virus	11082															2003-01-01											WNV-1/US/BID-V4207/2003					0	0	0	0	26	0	0	
PP_0008DG7.3	PP_0008DG7	3	HM488139.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730222174	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						Broad Institute of MIT and Harvard	Armstrong, P. M.; Vossbrinck, C. R.; Andreadis, T. G.; Anderson, J. F.; Pesko, K. N.; Newman, R. M.; Lennon, N. J.; Birren, B. W.; Ebel, G. D.; Henn, M. R.; Levin, J.; Malboeuf, C.; Casali, M.; Russ, C.; Lennon, N.; Erlich, R.; Anderson, S.; Rizzolo, K.; Green, L.; Ryan, E.; Yu, Q.; Young, S.; Berlin, A.; Heiman, D.; Sykes, S.; Koehrsen, M.; Borenstein, D.; Engels, R.; Freedman, E.; Gellesch, M.; Heilman, E.; Howarth, C.; Jen, D.; Larson, L.; Neiman, D.; Park, D.; Pearson, M.; Roberts, A.; Sisk, P.; Stolte, C.; White, J.; Alvarado, L.; Godfrey, P.; Shenoy, N.; Yandava, C.; Zeng, Q.; Armstrong, P.; Anderson, J.; Andreadis, T.; Vossbrinck, C.; Nusbaum, C.; Ebel, G.; Birren, B.	PRJNA31237							0.94704866											USA/PP_0008DG7.3/2003-01-01										Connecticut			USA											Culex salinarius			38743		HM488139	HM488139.1	1		10445	1A	2010-08-14	GenBank		2011-08-08	West Nile virus	11082															2003-01-01											WNV-1/US/BID-V4208/2003					0	0	0	0	32	0	0	
PP_0008DH4.3	PP_0008DH4	3	HM488140.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730222174	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						Broad Institute of MIT and Harvard	Armstrong, P. M.; Vossbrinck, C. R.; Andreadis, T. G.; Anderson, J. F.; Pesko, K. N.; Newman, R. M.; Lennon, N. J.; Birren, B. W.; Ebel, G. D.; Henn, M. R.; Levin, J.; Malboeuf, C.; Casali, M.; Russ, C.; Lennon, N.; Erlich, R.; Anderson, S.; Rizzolo, K.; Green, L.; Ryan, E.; Yu, Q.; Young, S.; Berlin, A.; Heiman, D.; Sykes, S.; Koehrsen, M.; Borenstein, D.; Engels, R.; Freedman, E.; Gellesch, M.; Heilman, E.; Howarth, C.; Jen, D.; Larson, L.; Neiman, D.; Park, D.; Pearson, M.; Roberts, A.; Sisk, P.; Stolte, C.; White, J.; Alvarado, L.; Godfrey, P.; Shenoy, N.; Yandava, C.; Zeng, Q.; Armstrong, P.; Anderson, J.; Andreadis, T.; Vossbrinck, C.; Nusbaum, C.; Ebel, G.; Birren, B.	PRJNA31237							0.94895273											USA/PP_0008DH4.3/2003-01-01										Connecticut			USA											Aedes vexans			7163		HM488140	HM488140.1	1		10466	1A	2010-08-14	GenBank		2011-08-08	West Nile virus	11082															2003-01-01											WNV-1/US/BID-V4210/2003					0	0	0	0	30	0	0	
PP_0008DJ2.3	PP_0008DJ2	3	HM488141.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730222174	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						Broad Institute of MIT and Harvard	Armstrong, P. M.; Vossbrinck, C. R.; Andreadis, T. G.; Anderson, J. F.; Pesko, K. N.; Newman, R. M.; Lennon, N. J.; Birren, B. W.; Ebel, G. D.; Henn, M. R.; Levin, J.; Malboeuf, C.; Casali, M.; Russ, C.; Lennon, N.; Erlich, R.; Anderson, S.; Rizzolo, K.; Green, L.; Ryan, E.; Yu, Q.; Young, S.; Berlin, A.; Heiman, D.; Sykes, S.; Koehrsen, M.; Borenstein, D.; Engels, R.; Freedman, E.; Gellesch, M.; Heilman, E.; Howarth, C.; Jen, D.; Larson, L.; Neiman, D.; Park, D.; Pearson, M.; Roberts, A.; Sisk, P.; Stolte, C.; White, J.; Alvarado, L.; Godfrey, P.; Shenoy, N.; Yandava, C.; Zeng, Q.; Armstrong, P.; Anderson, J.; Andreadis, T.; Vossbrinck, C.; Nusbaum, C.; Ebel, G.; Birren, B.	PRJNA31237							0.95412093											USA/PP_0008DJ2.3/2003-01-01										Connecticut			USA											Culex pipiens			7175		HM488141	HM488141.1	1		10523	1A	2010-08-14	GenBank		2011-08-08	West Nile virus	11082															2003-01-01											WNV-1/US/BID-V4212/2003					0	0	0	0	28	0	0	
PP_0008EEA.3	PP_0008EEA	3	HM488171.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730222174	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						Broad Institute of MIT and Harvard	Armstrong, P. M.; Vossbrinck, C. R.; Andreadis, T. G.; Anderson, J. F.; Pesko, K. N.; Newman, R. M.; Lennon, N. J.; Birren, B. W.; Ebel, G. D.; Henn, M. R.; Levin, J.; Malboeuf, C.; Casali, M.; Russ, C.; Lennon, N.; Erlich, R.; Anderson, S.; Rizzolo, K.; Green, L.; Ryan, E.; Yu, Q.; Young, S.; Berlin, A.; Heiman, D.; Sykes, S.; Koehrsen, M.; Borenstein, D.; Engels, R.; Freedman, E.; Gellesch, M.; Heilman, E.; Howarth, C.; Jen, D.; Larson, L.; Neiman, D.; Park, D.; Pearson, M.; Roberts, A.; Sisk, P.; Stolte, C.; White, J.; Alvarado, L.; Godfrey, P.; Shenoy, N.; Yandava, C.; Zeng, Q.; Armstrong, P.; Anderson, J.; Andreadis, T.; Vossbrinck, C.; Nusbaum, C.; Ebel, G.; Birren, B.	PRJNA31237							0.998912											USA/PP_0008EEA.3/2003-01-01										Connecticut			USA											Culex restuans			38742		HM488171	HM488171.1	1		10854	1A	2010-08-14	GenBank		2011-08-08	West Nile virus	11082															2003-01-01											WNV-1/US/BID-V4560/2003					0	186	0	23	80	0	0	
PP_0008EF8.3	PP_0008EF8	3	HM488172.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730222174	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						Broad Institute of MIT and Harvard	Armstrong, P. M.; Vossbrinck, C. R.; Andreadis, T. G.; Anderson, J. F.; Pesko, K. N.; Newman, R. M.; Lennon, N. J.; Birren, B. W.; Ebel, G. D.; Henn, M. R.; Levin, J.; Malboeuf, C.; Casali, M.; Russ, C.; Lennon, N.; Erlich, R.; Anderson, S.; Rizzolo, K.; Green, L.; Ryan, E.; Yu, Q.; Young, S.; Berlin, A.; Heiman, D.; Sykes, S.; Koehrsen, M.; Borenstein, D.; Engels, R.; Freedman, E.; Gellesch, M.; Heilman, E.; Howarth, C.; Jen, D.; Larson, L.; Neiman, D.; Park, D.; Pearson, M.; Roberts, A.; Sisk, P.; Stolte, C.; White, J.; Alvarado, L.; Godfrey, P.; Shenoy, N.; Yandava, C.; Zeng, Q.; Armstrong, P.; Anderson, J.; Andreadis, T.; Vossbrinck, C.; Nusbaum, C.; Ebel, G.; Birren, B.	PRJNA31237							0.99836797											USA/PP_0008EF8.3/2003-01-01										Connecticut			USA											Ochlerotatus sticticus			120878		HM488172	HM488172.1	1		10887	1A	2010-08-14	GenBank		2011-08-08	West Nile virus	11082															2003-01-01											WNV-1/US/BID-V4561/2003					0	182	0	58	80	0	0	
PP_0008EG6.3	PP_0008EG6	3	HM488173.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730222174	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						Broad Institute of MIT and Harvard	Armstrong, P. M.; Vossbrinck, C. R.; Andreadis, T. G.; Anderson, J. F.; Pesko, K. N.; Newman, R. M.; Lennon, N. J.; Birren, B. W.; Ebel, G. D.; Henn, M. R.; Levin, J.; Malboeuf, C.; Casali, M.; Russ, C.; Lennon, N.; Erlich, R.; Anderson, S.; Rizzolo, K.; Green, L.; Ryan, E.; Yu, Q.; Young, S.; Berlin, A.; Heiman, D.; Sykes, S.; Koehrsen, M.; Borenstein, D.; Engels, R.; Freedman, E.; Gellesch, M.; Heilman, E.; Howarth, C.; Jen, D.; Larson, L.; Neiman, D.; Park, D.; Pearson, M.; Roberts, A.; Sisk, P.; Stolte, C.; White, J.; Alvarado, L.; Godfrey, P.; Shenoy, N.; Yandava, C.; Zeng, Q.; Armstrong, P.; Anderson, J.; Andreadis, T.; Vossbrinck, C.; Nusbaum, C.; Ebel, G.; Birren, B.	PRJNA31237							0.9984586											USA/PP_0008EG6.3/2003-01-01										Connecticut			USA											Culex restuans			38742		HM488173	HM488173.1	1		10902	1A	2010-08-14	GenBank		2011-08-08	West Nile virus	11082															2003-01-01											WNV-1/US/BID-V4562/2003					0	163	0	53	82	0	0	
PP_0008EH3.3	PP_0008EH3	3	HM488174.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730222174	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						Broad Institute of MIT and Harvard	Armstrong, P. M.; Vossbrinck, C. R.; Andreadis, T. G.; Anderson, J. F.; Pesko, K. N.; Newman, R. M.; Lennon, N. J.; Birren, B. W.; Ebel, G. D.; Henn, M. R.; Levin, J.; Malboeuf, C.; Casali, M.; Russ, C.; Lennon, N.; Erlich, R.; Anderson, S.; Rizzolo, K.; Green, L.; Ryan, E.; Yu, Q.; Young, S.; Berlin, A.; Heiman, D.; Sykes, S.; Koehrsen, M.; Borenstein, D.; Engels, R.; Freedman, E.; Gellesch, M.; Heilman, E.; Howarth, C.; Jen, D.; Larson, L.; Neiman, D.; Park, D.; Pearson, M.; Roberts, A.; Sisk, P.; Stolte, C.; White, J.; Alvarado, L.; Godfrey, P.; Shenoy, N.; Yandava, C.; Zeng, Q.; Armstrong, P.; Anderson, J.; Andreadis, T.; Vossbrinck, C.; Nusbaum, C.; Ebel, G.; Birren, B.	PRJNA31237							0.9857648											USA/PP_0008EH3.3/2003-01-01										Connecticut			USA											Culex salinarius			38743		HM488174	HM488174.1	1		10741	1A	2010-08-14	GenBank		2011-08-08	West Nile virus	11082															2003-01-01											WNV-1/US/BID-V4563/2003					0	173	0	42	45	0	0	
PP_0008EJ1.3	PP_0008EJ1	3	HM488175.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730222174	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						Broad Institute of MIT and Harvard	Armstrong, P. M.; Vossbrinck, C. R.; Andreadis, T. G.; Anderson, J. F.; Pesko, K. N.; Newman, R. M.; Lennon, N. J.; Birren, B. W.; Ebel, G. D.; Henn, M. R.; Levin, J.; Malboeuf, C.; Casali, M.; Russ, C.; Lennon, N.; Erlich, R.; Anderson, S.; Rizzolo, K.; Green, L.; Ryan, E.; Yu, Q.; Young, S.; Berlin, A.; Heiman, D.; Sykes, S.; Koehrsen, M.; Borenstein, D.; Engels, R.; Freedman, E.; Gellesch, M.; Heilman, E.; Howarth, C.; Jen, D.; Larson, L.; Neiman, D.; Park, D.; Pearson, M.; Roberts, A.; Sisk, P.; Stolte, C.; White, J.; Alvarado, L.; Godfrey, P.; Shenoy, N.; Yandava, C.; Zeng, Q.; Armstrong, P.; Anderson, J.; Andreadis, T.; Vossbrinck, C.; Nusbaum, C.; Ebel, G.; Birren, B.	PRJNA31237							0.9793272											USA/PP_0008EJ1.3/2003-01-01										Connecticut			USA											Culex restuans			38742		HM488175	HM488175.1	1		10707	1A	2010-08-14	GenBank		2011-08-08	West Nile virus	11082															2003-01-01											WNV-1/US/BID-V4569/2003					0	137	0	43	36	0	0	
PP_0008EKZ.3	PP_0008EKZ	3	HM488176.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730222174	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						Broad Institute of MIT and Harvard	Armstrong, P. M.; Vossbrinck, C. R.; Andreadis, T. G.; Anderson, J. F.; Pesko, K. N.; Newman, R. M.; Lennon, N. J.; Birren, B. W.; Ebel, G. D.; Henn, M. R.; Levin, J.; Malboeuf, C.; Casali, M.; Russ, C.; Lennon, N.; Erlich, R.; Anderson, S.; Rizzolo, K.; Green, L.; Ryan, E.; Yu, Q.; Young, S.; Berlin, A.; Heiman, D.; Sykes, S.; Koehrsen, M.; Borenstein, D.; Engels, R.; Freedman, E.; Gellesch, M.; Heilman, E.; Howarth, C.; Jen, D.; Larson, L.; Neiman, D.; Park, D.; Pearson, M.; Roberts, A.; Sisk, P.; Stolte, C.; White, J.; Alvarado, L.; Godfrey, P.; Shenoy, N.; Yandava, C.; Zeng, Q.; Armstrong, P.; Anderson, J.; Andreadis, T.; Vossbrinck, C.; Nusbaum, C.; Ebel, G.; Birren, B.	PRJNA31237							1.0											USA/PP_0008EKZ.3/2003-01-01										Connecticut			USA											Culex salinarius			38743		HM488176	HM488176.1	1		11018	1A	2010-08-14	GenBank		2011-08-08	West Nile virus	11082															2003-01-01											WNV-1/US/BID-V4575/2003					0	104	0	93	127	0	0	
PP_0008EUF.3	PP_0008EUF	3	HM488185.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730222174	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						Broad Institute of MIT and Harvard	Henn, M. R.; Newman, R. M.; Levin, J.; Malboeuf, C.; Casali, M.; Russ, C.; Lennon, N.; Erlich, R.; Anderson, S.; Rizzolo, K.; Green, L.; Ryan, E.; Yu, Q.; Young, S.; Berlin, A.; Heiman, D.; Sykes, S.; Koehrsen, M.; Borenstein, D.; Engels, R.; Freedman, E.; Gellesch, M.; Heilman, E.; Howarth, C.; Jen, D.; Larson, L.; Neiman, D.; Park, D.; Pearson, M.; Roberts, A.; Sisk, P.; Stolte, C.; White, J.; Alvarado, L.; Godfrey, P.; Shenoy, N.; Yandava, C.; Zeng, Q.; Goldberg, T. L.; Kitron, U. D.; Ruiz, M. O.; Walker, E. D.; Brawn, J. D.; Loss, S. R.; Hamer, G. L.; Nusbaum, C.; Ebel, G.; Birren, B.	PRJNA31237							0.9630066											USA/PP_0008EUF.3/2003-01-01										Illinois			USA											Cyanocitta cristata			28727		HM488185	HM488185.1	1		10621	1A	2010-07-28	GenBank		2010-07-28	West Nile virus	11082															2003-01-01											WNV-1/US/BID-V4347/2003					0	0	0	0	33	0	0	
PP_0008EVD.3	PP_0008EVD	3	HM488186.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730222174	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						Broad Institute of MIT and Harvard	Henn, M. R.; Newman, R. M.; Levin, J.; Malboeuf, C.; Casali, M.; Russ, C.; Lennon, N.; Erlich, R.; Anderson, S.; Rizzolo, K.; Green, L.; Ryan, E.; Yu, Q.; Young, S.; Berlin, A.; Heiman, D.; Sykes, S.; Koehrsen, M.; Borenstein, D.; Engels, R.; Freedman, E.; Gellesch, M.; Heilman, E.; Howarth, C.; Jen, D.; Larson, L.; Neiman, D.; Park, D.; Pearson, M.; Roberts, A.; Sisk, P.; Stolte, C.; White, J.; Alvarado, L.; Godfrey, P.; Shenoy, N.; Yandava, C.; Zeng, Q.; Goldberg, T. L.; Kitron, U. D.; Ruiz, M. O.; Walker, E. D.; Brawn, J. D.; Loss, S. R.; Hamer, G. L.; Nusbaum, C.; Ebel, G.; Birren, B.	PRJNA31237							0.9465953											USA/PP_0008EVD.3/2003-01-01										Illinois			USA											Corvus brachyrhynchos			85066		HM488186	HM488186.1	1		10440	1A	2010-07-28	GenBank		2010-07-28	West Nile virus	11082															2003-01-01											WNV-1/US/BID-V4350/2003					0	0	0	0	33	0	0	
PP_0008EWB.3	PP_0008EWB	3	HM488187.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730222174	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						Broad Institute of MIT and Harvard	Henn, M. R.; Newman, R. M.; Levin, J.; Malboeuf, C.; Casali, M.; Russ, C.; Lennon, N.; Erlich, R.; Anderson, S.; Rizzolo, K.; Green, L.; Ryan, E.; Yu, Q.; Young, S.; Berlin, A.; Heiman, D.; Sykes, S.; Koehrsen, M.; Borenstein, D.; Engels, R.; Freedman, E.; Gellesch, M.; Heilman, E.; Howarth, C.; Jen, D.; Larson, L.; Neiman, D.; Park, D.; Pearson, M.; Roberts, A.; Sisk, P.; Stolte, C.; White, J.; Alvarado, L.; Godfrey, P.; Shenoy, N.; Yandava, C.; Zeng, Q.; Goldberg, T. L.; Kitron, U. D.; Ruiz, M. O.; Walker, E. D.; Brawn, J. D.; Loss, S. R.; Hamer, G. L.; Nusbaum, C.; Ebel, G.; Birren, B.	PRJNA31237							0.9467767											USA/PP_0008EWB.3/2003-01-01										Illinois			USA											Corvus brachyrhynchos			85066		HM488187	HM488187.1	1		10442	1A	2010-07-28	GenBank		2010-07-28	West Nile virus	11082															2003-01-01											WNV-1/US/BID-V4351/2003					0	0	0	0	29	0	0	
PP_0008FMU.3	PP_0008FMU	3	HM488209.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730222174	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						Broad Institute of MIT and Harvard	Armstrong, P. M.; Vossbrinck, C. R.; Andreadis, T. G.; Anderson, J. F.; Pesko, K. N.; Newman, R. M.; Lennon, N. J.; Birren, B. W.; Ebel, G. D.; Henn, M. R.; Levin, J.; Malboeuf, C.; Casali, M.; Russ, C.; Lennon, N.; Erlich, R.; Anderson, S.; Rizzolo, K.; Green, L.; Ryan, E.; Yu, Q.; Young, S.; Berlin, A.; Heiman, D.; Sykes, S.; Koehrsen, M.; Borenstein, D.; Engels, R.; Freedman, E.; Gellesch, M.; Heilman, E.; Howarth, C.; Jen, D.; Larson, L.; Neiman, D.; Park, D.; Pearson, M.; Roberts, A.; Sisk, P.; Stolte, C.; White, J.; Alvarado, L.; Godfrey, P.; Shenoy, N.; Yandava, C.; Zeng, Q.; Armstrong, P.; Anderson, J.; Andreadis, T.; Vossbrinck, C.; Nusbaum, C.; Ebel, G.; Birren, B.	PRJNA31237							0.9630973											USA/PP_0008FMU.3/2003-01-01										Connecticut			USA											Ochlerotatus sticticus			120878		HM488209	HM488209.1	1		10622	1A	2010-07-28	GenBank		2011-08-08	West Nile virus	11082															2003-01-01											WNV-1/US/BID-V4564/2003					0	0	0	0	24	0	0	
PP_0008FNS.3	PP_0008FNS	3	HM488210.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730222174	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						Broad Institute of MIT and Harvard	Armstrong, P. M.; Vossbrinck, C. R.; Andreadis, T. G.; Anderson, J. F.; Pesko, K. N.; Newman, R. M.; Lennon, N. J.; Birren, B. W.; Ebel, G. D.; Henn, M. R.; Levin, J.; Malboeuf, C.; Casali, M.; Russ, C.; Lennon, N.; Erlich, R.; Anderson, S.; Rizzolo, K.; Green, L.; Ryan, E.; Yu, Q.; Young, S.; Berlin, A.; Heiman, D.; Sykes, S.; Koehrsen, M.; Borenstein, D.; Engels, R.; Freedman, E.; Gellesch, M.; Heilman, E.; Howarth, C.; Jen, D.; Larson, L.; Neiman, D.; Park, D.; Pearson, M.; Roberts, A.; Sisk, P.; Stolte, C.; White, J.; Alvarado, L.; Godfrey, P.; Shenoy, N.; Yandava, C.; Zeng, Q.; Armstrong, P.; Anderson, J.; Andreadis, T.; Vossbrinck, C.; Nusbaum, C.; Ebel, G.; Birren, B.	PRJNA31237							0.98476744											USA/PP_0008FNS.3/2003-01-01										Connecticut			USA											Culiseta melanura			329109		HM488210	HM488210.1	1		10709	1A	2010-07-28	GenBank		2011-08-08	West Nile virus	11082															2003-01-01											WNV-1/US/BID-V4565/2003					0	154	0	2	43	0	0	
PP_0008FPQ.3	PP_0008FPQ	3	HM488211.1	false	insdc_ingest_user	Automated Ingest from INSDC/NCBI Virus by Loculus	1	1730221763	2024-10-29	1730222174	2024-10-29	OPEN		https://pathoplexus.org/about/terms-of-use/open-data	LATEST_VERSION						Broad Institute of MIT and Harvard	Armstrong, P. M.; Vossbrinck, C. R.; Andreadis, T. G.; Anderson, J. F.; Pesko, K. N.; Newman, R. M.; Lennon, N. J.; Birren, B. W.; Ebel, G. D.; Henn, M. R.; Levin, J.; Malboeuf, C.; Casali, M.; Russ, C.; Lennon, N.; Erlich, R.; Anderson, S.; Rizzolo, K.; Green, L.; Ryan, E.; Yu, Q.; Young, S.; Berlin, A.; Heiman, D.; Sykes, S.; Koehrsen, M.; Borenstein, D.; Engels, R.; Freedman, E.; Gellesch, M.; Heilman, E.; Howarth, C.; Jen, D.; Larson, L.; Neiman, D.; Park, D.; Pearson, M.; Roberts, A.; Sisk, P.; Stolte, C.; White, J.; Alvarado, L.; Godfrey, P.; Shenoy, N.; Yandava, C.; Zeng, Q.; Armstrong, P.; Anderson, J.; Andreadis, T.; Vossbrinck, C.; Nusbaum, C.; Ebel, G.; Birren, B.	PRJNA31237							0.96554536											USA/PP_0008FPQ.3/2003-01-01										Connecticut			USA											Culex restuans			38742		HM488211	HM488211.1	1		10649	1A	2010-07-28	GenBank		2011-08-08	West Nile virus	11082															2003-01-01											WNV-1/US/BID-V4566/2003					0	0	0	0	26	0	0	
